event_id,source_wav,source_sha256,take_id,string,pitch,midi_pitch,dynamic,articulation,status,final_center_s,final_earliest_s,final_latest_s,uncertainty_width_ms,pass1_center_s,pass1_earliest_s,pass1_latest_s,pass2_center_s,pass2_earliest_s,pass2_latest_s,adjudication_item,final_provenance,decision_detail,reason,repetition,reference_class
GAL09_20260914_S1_G_MF_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,pizzicato,FINAL,49.36092517006803,49.359925170068024,49.36192517006803,2.0,49.36092517006803,49.359925170068024,49.36192517006803,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S1_G_MF_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,PI_DOCUMENTED_PIZZICATO,FINAL,63.6878287981859410430839002,63.68688435374149659863945578,63.68888435374149659863945578,2.00000000000000000000000000,63.68788435374149659863945578,63.68688435374149659863945578,63.68888435374149659863945578,63.68777324263038548752834467,63.68777324263038548752834467,63.68877324263038548752834467,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S1_G_MF_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,pizzicato,FINAL,79.9695850340136,79.96850793650793,79.97066213151928,2.1541950113378685,79.96966213151927,79.96866213151928,79.97066213151928,79.96950793650794,79.96850793650793,79.97050793650794,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S1_G_MF_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,pizzicato,FINAL,96.286731292517,96.28558049886621,96.2878820861678,2.3015873015873014,96.28688208616781,96.2858820861678,96.2878820861678,96.28658049886621,96.28558049886621,96.28758049886622,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S1_G_MF_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,PI_DOCUMENTED_PIZZICATO,FINAL,111.7798061224489795918367347,111.7787256235827664399092971,111.7808866213151927437641723,2.1609977324263038548752000,111.7798866213151927437641723,111.7788866213151927437641723,111.7808866213151927437641723,111.7797256235827664399092971,111.7787256235827664399092971,111.7807256235827664399092971,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S1_G_MF_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,pizzicato,FINAL,126.38368027210885,126.38268027210884,126.38468027210884,2.0,126.38368027210885,126.38268027210884,126.38468027210884,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S1_G_MF_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0031 [2026-09-14 171635].wav,6dc976e30bb436a1eadc9f9c97eeeb8d4bf57023fbcf95d06b9dedc300d3e39e,20260914_0031,G,G2,43,mf,pizzicato,FINAL,140.0836553287982,140.08265532879818,140.0846553287982,2.0,140.0836553287982,140.08265532879818,140.0846553287982,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_E_CN_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,3.4649739229024945,3.463814058956916,3.4661337868480726,2.3197278911564627,3.4648140589569163,3.463814058956916,3.465814058956916,3.4651337868480727,3.4641337868480724,3.4661337868480726,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_E_CN_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,16.02668594104308390022675737,16.02559183673469387755102041,16.02778004535147392290249433,2.18820861678004535147392000,16.02659183673469387755102041,16.02559183673469387755102041,16.02759183673469387755102041,16.02678004535147392290249433,16.02578004535147392290249433,16.02778004535147392290249433,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_E_CN_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,26.875384353741495,26.8743537414966,26.876414965986395,2.061224489795918,26.8753537414966,26.8743537414966,26.876353741496597,26.875414965986394,26.874414965986393,26.876414965986395,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_E_CN_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,37.54161224489796,37.54061224489796,37.54261224489796,2.0,37.54161224489796,37.54061224489796,37.54261224489796,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_E_CN_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,48.37285827664399092970521542,48.37165759637188208616780045,48.37405895691609977324263039,2.40136054421768707482994000,48.37305895691609977324263039,48.37205895691609977324263039,48.37405895691609977324263039,48.37265759637188208616780045,48.37165759637188208616780045,48.37365759637188208616780045,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_E_CN_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,58.97467800453515,58.973678004535145,58.97567800453515,2.0,58.97467800453515,58.973678004535145,58.97567800453515,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_E_CN_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,71.68974376417233,71.68874376417233,71.69074376417234,2.0,71.68974376417233,71.68874376417233,71.69074376417234,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_E_CN_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,83.15163832199546485260770975,83.15056235827664399092970522,83.15271428571428571428571429,2.15192743764172335600907000,83.15156235827664399092970522,83.15056235827664399092970522,83.15256235827664399092970522,83.15171428571428571428571429,83.15071428571428571428571429,83.15271428571428571428571429,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_E_CN_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,93.30247845804989,93.30147845804989,93.30347845804988,2.0,93.30247845804989,93.30147845804989,93.30347845804988,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_E_CN_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0033 [2026-09-14 172532].wav,43d2e14d8f406afa5b1d5b62e05ec8a90c4a57ddfce6c079372c2ef337cff58a,20260914_0033,E,E1,28,COMFORTABLE_NATURAL,pizzicato,FINAL,105.55883219954649,105.55783219954648,105.55983219954649,2.0,105.55883219954649,105.55783219954648,105.55983219954649,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_A_CN_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,2.5904943310657598,2.5894943310657594,2.5914943310657597,2.0,2.5904943310657598,2.5894943310657594,2.5914943310657597,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_A_CN_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,16.25178798185941043083900227,16.25073015873015873015873016,16.25284580498866213151927438,2.11564625850340136054422000,16.25173015873015873015873016,16.25073015873015873015873016,16.25273015873015873015873016,16.25184580498866213151927438,16.25084580498866213151927438,16.25284580498866213151927438,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_A_CN_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,30.66712471655329,30.666124716553288,30.668124716553287,2.0,30.66712471655329,30.666124716553288,30.668124716553287,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_A_CN_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,45.60701814058957,45.60601814058957,45.60801814058957,2.0,45.60701814058957,45.60601814058957,45.60801814058957,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_A_CN_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,60.1508208616780045351473923,60.14968934240362811791383220,60.15268934240362811791383220,3.00000000000000000000000000,60.15068934240362811791383220,60.14968934240362811791383220,60.15268934240362811791383220,60.15095238095238095238095238,60.14995238095238095238095238,60.15195238095238095238095238,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,5,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_A_CN_R06,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,74.37897278911565,74.37797278911565,74.37997278911564,2.0,74.37897278911565,74.37797278911565,74.37997278911564,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,6,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_A_CN_R07,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,85.3745589569161,85.3734126984127,85.3757052154195,2.292517006802721,85.3747052154195,85.3737052154195,85.3757052154195,85.3744126984127,85.3734126984127,85.3754126984127,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,7,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_A_CN_R08,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,98.1723548752834467120181406,98.17120181405895691609977324,98.17350793650793650793650794,2.30612244897959183673470000,98.17250793650793650793650794,98.17150793650793650793650794,98.17350793650793650793650794,98.17220181405895691609977324,98.17120181405895691609977324,98.17320181405895691609977324,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,8,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_A_CN_R09,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,112.49410657596371,112.49310657596372,112.49510657596372,2.0,112.49410657596371,112.49310657596372,112.49510657596372,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,9,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_A_CN_R10,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0034 [2026-09-14 172540].wav,d617573185e1d653dcd16e96d9c0fceb5816320c501a90c19aa3cf6404465d7b,20260914_0034,A,A1,33,COMFORTABLE_NATURAL,pizzicato,FINAL,127.40990589569161,127.40887074829932,127.4109410430839,2.070294784580499,127.40987074829933,127.40887074829932,127.41087074829932,127.4099410430839,127.4089410430839,127.4109410430839,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,10,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_D_CN_R01,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,2.584026077097506,2.5827619047619046,2.5852902494331067,2.5283446712018143,2.5842902494331064,2.5832902494331065,2.5852902494331067,2.583761904761905,2.5827619047619046,2.584761904761905,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,1,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_D_CN_R02,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,16.13023696145124716553287982,16.12916326530612244897959184,16.13131065759637188208616780,2.14739229024943310657596000,16.13031065759637188208616780,16.12931065759637188208616780,16.13131065759637188208616780,16.13016326530612244897959184,16.12916326530612244897959184,16.13116326530612244897959184,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,2,EXISTING_GT36_UNCHANGED
GAL09_20260914_S2_D_CN_R03,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,27.835951247165532,27.834861678004536,27.83704081632653,2.179138321995465,27.835861678004534,27.834861678004536,27.836861678004535,27.83604081632653,27.83504081632653,27.83704081632653,,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,3,NEW_TWO_PASS_MIDPOINT_OUTER_ENVELOPE
GAL09_20260914_S2_D_CN_R04,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,pizzicato,FINAL,38.90980725623583,38.908807256235825,38.91080725623583,2.0,38.90980725623583,38.908807256235825,38.91080725623583,,,,,NEW_PRIMARY_ONLY_COHORT_AUDITED,Current PI-authorized conditional construction; FINAL_REFERENCE_RULE.json recorded before Pass2 comparison,No adjudication trigger; source coordinates restored from native crop offsets,4,NEW_PRIMARY_ONLY_COHORT_AUDITED
GAL09_20260914_S2_D_CN_R05,/Volumes/SSD Track/JGA/recordings/double_bass/GALLEGATI_2009/session_20260914/metadata/JGA_DB_GALLEGATI_2009_SESSION_20260914 Project/Samples/Recorded/FISHMAN 0035 [2026-09-14 172741].wav,1f0b4fff9cf0ecc4ba0cdb3f6b7b5180de4a7c9466cf9b99874d8faa5ed0a5ce,20260914_0035,D,D2,38,COMFORTABLE_NATURAL,PI_DOCUMENTED_PIZZICATO,FINAL,50.7600102040816326530612245,50.75899092970521541950113379,50.76102947845804988662131519,2.03854875283446712018140000,50.76002947845804988662131519,50.75902947845804988662131519,50.76102947845804988662131519,50.75999092970521541950113379,50.75899092970521541950113379,50.76099092970521541950113379,,PI_AUTHORIZED_TWO_PASS_MIDPOINT_WITH_OUTER_ENVELOPE,prospective fixed neutral rule; not sub-ms human accuracy,PI authorized rule for remaining 27 high-repeatability events,5,EXISTING_GT36_UNCHANGED
